Selection,Scenario name,vehYear,vehPtType,dragCoef,frontalAreaM2,gliderKg,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffMap,fcEffType,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,mcPwrOutPerc,maxMotorKw,motorSecsToPeakPwr,stopStart,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,mcEffMap
31,2022 MINI Cooper SE Hardtop 2 door,2022,BEV,0.360453984,2.103169987,0,-0.53,0.59,2.6,0,1587.572,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",135,4,False,0.833,21.6,148.5,32.6,8,75,0.97,110,-0.6811,0.815,4,0.009646102,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
32,2022 Porsche Taycan Turbo Cross Turismo,2022,BEV,0.340047538,2.364640432,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",510,4,False,0.833,21.6,561.0,93.4,8,75,0.97,110,-0.6811,0.815,4,0.010070175,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
33,2022 Ford F-150 Lightning 4WD Extended Range,2022,BEV,0.419262883,3.435089904,0,-0.53,0.59,2.6,0,3175.144,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",433,4,False,0.833,21.6,476.3,131.0,8,75,0.97,110,-0.6811,0.815,4,0.005859325,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
34,2022 Tesla Model X Plaid (20 inch wheels),2022,BEV,0.294699707,2.852742359,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",758,4,False,0.833,21.6,833.8,100.0,8,75,0.97,110,-0.6811,0.815,4,0.007510408,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
35,2022 Mercedes-Benz EQS 450 Plus,2022,BEV,0.261731814,2.477432464,0,-0.53,0.59,2.6,0,2721.552,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",245,4,False,0.833,21.6,269.5,107.8,8,75,0.97,110,-0.6811,0.815,4,0.008075057,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
36,2022 Ford Mustang Mach-E AWD,2022,BEV,0.352714197,2.600665766,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",248,4,False,0.833,21.6,272.8,70.0,8,75,0.97,110,-0.6811,0.815,4,0.007446541,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
37,2022 Tesla Model 3 RWD,2022,BEV,0.245095582,2.267598045,0,-0.53,0.59,2.6,0,1927.766,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",211,4,False,0.833,21.6,232.1,58.0,8,75,0.97,110,-0.6811,0.815,4,0.008841453,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
38,2022 Volvo XC40 Recharge twin,2022,BEV,0.37292687,2.618959923,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",300,4,False,0.833,21.6,330.0,78.0,8,75,0.97,110,-0.6811,0.815,4,0.007594482,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
39,2022 Porsche Taycan Turbo S Cross Turismo,2022,BEV,0.38660784,2.32241471,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",525,4,False,0.833,21.6,577.5,93.4,8,75,0.97,110,-0.6811,0.815,4,0.009130469,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
40,2022 Lucid Air G Touring AWD w/19 inch wheels,2022,BEV,0.222702442,2.31803859,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",611,4,False,0.833,21.6,672.1,112.0,8,75,0.97,110,-0.6811,0.815,4,0.006264449,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
41,2022 Tesla Model X,2022,BEV,0.288463839,2.852742359,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",500,4,False,0.833,21.6,550.0,100.0,8,75,0.97,110,-0.6811,0.815,4,0.00723394,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
42,2022 Mercedes-Benz EQB 350 4matic,2022,BEV,0.312813491,2.589412886,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",215,4,False,0.833,21.6,236.5,70.5,8,75,0.97,110,-0.6811,0.815,4,0.00887736,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
43,2022 Porsche Taycan Turbo,2022,BEV,0.30397827,2.311995376,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",510,4,False,0.833,21.6,561.0,93.4,8,75,0.97,110,-0.6811,0.815,4,0.009779152,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
44,2022 Kia EV6 AWD (Long Range),2022,BEV,0.357438814,2.467298291,0,-0.53,0.59,2.6,0,2154.562,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",239,4,False,0.833,21.6,262.9,77.4,8,75,0.97,110,-0.6811,0.815,4,0.005737741,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
45,2022 Tesla Model Y AWD,2022,BEV,0.25526664,2.653310822,0,-0.53,0.59,2.6,0,2154.562,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",286,4,False,0.833,21.6,314.6,68.0,8,75,0.97,110,-0.6811,0.815,4,0.008186207,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
46,2022 Hyundai Kona Electric,2022,BEV,0.328177785,2.379490725,0,-0.53,0.59,2.6,0,1814.368,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",150,4,False,0.833,21.6,165.0,64.0,8,75,0.97,110,-0.6811,0.815,4,0.005348681,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
47,2022 BMW i4 eDrive40 Gran Coupe (18 inch wheels),2022,BEV,0.27806394,2.278708346,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",250,4,False,0.833,21.6,275.0,83.9,8,75,0.97,110,-0.6811,0.815,4,0.006822955,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
48,2022 Audi e-tron S Sportback (20 inch wheels),2022,BEV,0.292276277,2.773188002,0,-0.53,0.59,2.6,0,2948.348,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",414,4,False,0.833,21.6,455.4,95.0,8,75,0.97,110,-0.6811,0.815,4,0.006013635,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
49,2022 Ford Mustang Mach-E CAL RT 1 ER AWD,2022,BEV,0.339083431,2.600665766,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",258,4,False,0.833,21.6,283.8,91.0,8,75,0.97,110,-0.6811,0.815,4,0.00696683,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
50,2022 Mercedes-Benz EQB 300 4matic,2022,BEV,0.301520887,2.585453539,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",168,4,False,0.833,21.6,184.8,70.5,8,75,0.97,110,-0.6811,0.815,4,0.008880915,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
51,2022 Lucid Air Dream R AWD w/19 inch wheels,2022,BEV,0.223146528,2.31803859,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",696,4,False,0.833,21.6,765.6,118.0,8,75,0.97,110,-0.6811,0.815,4,0.006264082,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
52,2022 Kia EV6 RWD (Long Range),2022,BEV,0.355737471,2.467298291,0,-0.53,0.59,2.6,0,2041.164,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",168,4,False,0.833,21.6,184.8,77.4,8,75,0.97,110,-0.6811,0.815,4,0.005529818,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
53,2022 Porsche Taycan Turbo S,2022,BEV,0.324487864,2.311995376,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",525,4,False,0.833,21.6,577.5,93.4,8,75,0.97,110,-0.6811,0.815,4,0.010465128,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
54,2022 Audi RS e-tron GT,2022,BEV,0.314972483,2.348419174,0,-0.53,0.59,2.6,0,2494.756,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",510,4,False,0.833,21.6,561.0,93.4,8,75,0.97,110,-0.6811,0.815,4,0.008644987,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
55,2022 Nissan Leaf (62 kW-hr battery pack),2022,BEV,0.369678188,2.381530721,0,-0.53,0.59,2.6,0,1927.766,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",160,4,False,0.833,21.6,176.0,62.0,8,75,0.97,110,-0.6811,0.815,4,0.007603648,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
56,2022 Polestar 2 Single Motor,2022,BEV,0.301945818,2.336255973,0,-0.53,0.59,2.6,0,2154.562,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",172,4,False,0.833,21.6,189.2,78.0,8,75,0.97,110,-0.6811,0.815,4,0.007200316,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
57,2022 Tesla Model Y Long Range AWD,2022,BEV,0.25526664,2.653310822,0,-0.53,0.59,2.6,0,2154.562,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",319,4,False,0.833,21.6,350.9,78.0,8,75,0.97,110,-0.6811,0.815,4,0.008186207,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
58,2022 Audi e-tron S (20in wheels),2022,BEV,0.306775719,2.794520217,0,-0.53,0.59,2.6,0,2948.348,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",414,4,False,0.833,21.6,455.4,95.0,8,75,0.97,110,-0.6811,0.815,4,0.006013504,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
59,2022 Audi Q4 e-tron Sportback quattro,2022,BEV,0.314925171,2.576098074,0,-0.53,0.59,2.6,0,2381.358,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",230,4,False,0.833,21.6,253.0,82.0,8,75,0.97,110,-0.6811,0.815,4,0.007121519,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
60,2022 Volkswagen ID.4 Pro,2022,BEV,0.282868342,2.582536125,0,-0.53,0.59,2.6,0,2154.562,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",150,4,False,0.833,21.6,165.0,82.0,8,75,0.97,110,-0.6811,0.815,4,0.00594099,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
61,2022 Volkswagen ID.4 AWD Pro,2022,BEV,0.299948673,2.582536125,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",230,4,False,0.833,21.6,253.0,82.0,8,75,0.97,110,-0.6811,0.815,4,0.006172289,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
62,2022 BMW i4 eDrive40 Gran Coupe (19 inch wheels),2022,BEV,0.289876618,2.298697016,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",250,4,False,0.833,21.6,275.0,83.9,8,75,0.97,110,-0.6811,0.815,4,0.008542975,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
63,2022 Ford Mustang Mach-E RWD,2022,BEV,0.329502982,2.600665766,0,-0.53,0.59,2.6,0,2154.562,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",198,4,False,0.833,21.6,217.8,70.0,8,75,0.97,110,-0.6811,0.815,4,0.006962454,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
64,2022 Ford Mustang Mach-E GT Performance,2022,BEV,0.372364362,2.580348065,0,-0.53,0.59,2.6,0,2381.358,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",358,4,False,0.833,21.6,393.8,91.0,8,75,0.97,110,-0.6811,0.815,4,0.009464639,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
65,2022 Volkswagen ID.4 Pro S,2022,BEV,0.287667688,2.602524795,0,-0.53,0.59,2.6,0,2267.96,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",150,4,False,0.833,21.6,165.0,82.0,8,75,0.97,110,-0.6811,0.815,4,0.006435751,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
66,2022 Porsche Taycan 4S Perf Battery,2022,BEV,0.283000139,2.307745385,0,-0.53,0.59,2.6,0,2381.358,0,1,0,9.89,0.0,,SI,6,61,2.13,"[0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.2, 0.4, 0.6, 0.8, 1.0]",420,4,False,0.833,21.6,462.0,79.2,8,75,0.97,110,-0.6811,0.815,4,0.009203888,0.336,0.7,0,1,0,0,60,0.2,0,55,100,1,0.86,0.25,False,0,0.98,1.0,0.005,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0.84, 0.86, 0.88, 0.9, 0.91, 0.92, 0.9400000000000001, 0.95, 0.95, 0.9400000000000001, 0.93]"
